name,salary_from,salary_to,salary_currency,area_name,published_at
Эксперт в отдел контроля стандартов магазинов,64800,64800,RUR,Краснодар,2022-12-20T09:08:25+0300
Графический дизайнер (г. Троицк),35000,45000,RUR,Троицк (Московская область),2022-12-20T09:48:39+0300
Аналитик 1С:ERP (направление Разработка и сопровождение 1С),138000,,RUR,Воронеж,2022-12-20T09:33:45+0300
Сервисный инженер по обслуживанию спецтехники,90000,,RUR,Красноярск,2022-12-20T09:36:57+0300
Консультант дилерского центра,26000,32000,RUR,Златоуст,2022-12-20T09:09:09+0300
Системный администратор,45000,,RUR,Черняховск,2022-12-20T09:17:46+0300
Оператор фрезерного центра с ЧПУ,80000,,RUR,Балашиха,2022-12-20T09:37:57+0300
Консультант контакт-центра (удаленно),26000,,RUR,Зеленодольск (Республика Татарстан),2022-12-20T09:39:53+0300
Токарь-универсал,1800,2000,BYR,Минск,2022-12-20T09:51:03+0300
Сервисный инженер,80000,130000,RUR,Домодедово,2022-12-20T09:01:57+0300
Инженер по видеонаблюдению и СКУД,,100000,RUR,Москва,2022-12-20T09:23:36+0300
Радиомонтажник,50000,,RUR,Москва,2022-12-20T09:54:38+0300
Системный администратор,95000,,RUR,Новосибирск,2022-12-20T09:14:20+0300
Инженер 1 категории ( IT ),38200,,RUR,Челябинск,2022-12-20T09:46:03+0300
Системный администратор,80000,100000,RUR,Москва,2022-12-20T09:49:06+0300
Сервисный инженер,35000,,RUR,Самара,2022-12-20T09:58:55+0300
Ведущий специалист (Координатор проекта АСУ ТП),80000,80000,RUR,Москва,2022-12-20T09:45:12+0300
Помощник системного администратора в Yandex Cloud,54000,70200,RUR,Краснодар,2022-12-20T09:00:31+0300
Ночной консультант технической поддержки,18000,45000,RUR,Ростов-на-Дону,2022-12-20T09:01:57+0300
Сервисный инженер по ремонту оргтехники (стационар),55000,75000,RUR,Москва,2022-12-20T09:58:47+0300
Оператор станков с ПУ,50000,100000,RUR,Ульяновск,2022-12-20T09:19:00+0300
Инженер-тестировщик (бытовая техника),60000,,RUR,Санкт-Петербург,2022-12-20T09:28:33+0300
Графический дизайнер (Путилково),35000,45000,RUR,Путилково,2022-12-20T09:48:32+0300
Cервисный инженер IT-оборудования магазинов «Пятёрочка»,51415,64689,RUR,Сургут,2022-12-20T09:29:42+0300
Бренд-менеджер (направление СИЗ органов дыхания),85000,,RUR,Екатеринбург,2022-12-20T09:01:40+0300
Механик по транспорту,80000,,RUR,Челябинск,2022-12-20T09:53:09+0300
Советник отдела защиты информации и эксплуатации технической инфраструктуры,80000,110000,RUR,Москва,2022-12-20T09:37:50+0300
Сервисный инженер по ремонту (лазерные системы),70000,70000,RUR,Москва,2022-12-20T09:43:56+0300
Начальник отдела информационной безопасности,45000,,RUR,Симферополь,2022-12-20T09:40:29+0300
Начальник автоколонны,80000,,RUR,Белгород,2022-12-20T09:31:56+0300
Ведущий инженер-программист отдела сетевых технологий,83100,83100,RUR,Санкт-Петербург,2022-12-20T09:59:56+0300
Ночной консультант технической поддержки,18000,45000,RUR,Екатеринбург,2022-12-20T09:02:06+0300
"Консультант 1С (1С:Управление торговлей, 1С:УНФ)",40000,,RUR,Тюмень,2022-12-20T09:26:01+0300
Сервисный инженер,80000,130000,RUR,"Михнево (Московская область, Ступинский район)",2022-12-20T09:01:58+0300
Оператор станка с ЧПУ лазерной резки,60000,,RUR,Апрелевка,2022-12-20T09:58:01+0300
Оператор-наладчик станков ЧПУ,40000,50000,RUR,Киров (Кировская область),2022-12-20T09:02:59+0300
Слесарь-сборщик РЭА и приборов 106 ЦЕХ,50000,,RUR,Санкт-Петербург,2022-12-20T09:30:54+0300
Инженер-электроник,65000,,RUR,Самара,2022-12-20T09:17:58+0300
Специалист службы технической поддержки,32000,42000,RUR,Саратов,2022-12-20T09:23:30+0300
Копирайтер / Контент-менеджер,30000,40000,RUR,Волгоград,2022-12-20T09:16:07+0300
Токарь,47000,70000,RUR,Пермь,2022-12-20T09:41:14+0300
Специалист службы поддержки в Яндекс Бизнес,26000,33800,RUR,Ростов-на-Дону,2022-12-20T09:03:14+0300
Фрезеровщик 6 разряда,66300,86200,RUR,Москва,2022-12-20T09:36:28+0300
"Бренд-менеджер (направление ""Спецобувь"")",85000,,RUR,Екатеринбург,2022-12-20T09:01:44+0300
Оператор станка ЧПУ (форматно-раскроечный центр),50000,70000,RUR,Зеленоград,2022-12-20T09:08:20+0300
Инженер по обслуживанию сельскохозяйственной техники,40000,80000,RUR,Рязань,2022-12-20T09:15:18+0300
Токарь,30000,,RUR,Рыбинск,2022-12-20T09:10:11+0300
Токарь (ДИП-500),70000,110000,RUR,Череповец,2022-12-20T09:10:34+0300
Сервисный инженер (станки с программным управлением),80000,,RUR,Комсомольск-на-Амуре,2022-12-20T09:40:54+0300
Руководитель отдела сервисного обслуживания,60000,64505,RUR,Самара,2022-12-20T09:29:33+0300
Главный специалист - программист,30000,,RUR,Симферополь,2022-12-20T09:40:28+0300
Инженер по гарантии автомобилей Toyota/Lexus,60000,,RUR,Сыктывкар,2022-12-20T09:15:23+0300
Менеджер по проектам,60000,250000,RUR,Калининград,2022-12-20T09:45:30+0300
Ночной консультант технической поддержки,18000,45000,RUR,Санкт-Петербург,2022-12-20T09:02:01+0300
Senior .NET Developer,150000,,RUR,Томск,2022-12-20T09:15:03+0300
Наладчик КИПиА,50000,60000,RUR,Тула,2022-12-20T09:07:05+0300
Слесарь по ремонту металлообрабатывающих станков,50000,,RUR,Краснокамск,2022-12-20T09:00:09+0300
Фрезеровщик,80000,90000,RUR,Москва,2022-12-20T09:08:11+0300
Закупщик-кладовщик,170000,200000,KZT,Алматы,2022-12-20T09:28:41+0300
Монтажник слаботочных систем,40000,70000,RUR,Новороссийск,2022-12-20T09:52:39+0300
Сервисный инженер (Ленинск-Кузнецкий),60000,60000,RUR,Кемерово,2022-12-20T09:29:38+0300
Токарь (ДИП-400),70000,110000,RUR,Череповец,2022-12-20T09:01:48+0300
Фрезеровщик,35000,50000,RUR,Уфа,2022-12-20T09:41:38+0300
Инженер-механик по обслуживанию сельскохозяйственной техники,40000,80000,RUR,Тверь,2022-12-20T09:15:18+0300
Сервисный инженер,80000,100000,RUR,Домодедово,2022-12-20T09:36:24+0300
Специалист по ремонту банковского оборудования,55000,,RUR,Свободный,2022-12-20T09:24:02+0300
Выездной инженер технической поддержки (Москва),70000,,RUR,Москва,2022-12-20T09:40:05+0300
Специалист технической поддержки,50000,,RUR,Видное,2022-12-20T09:45:45+0300
Монтажник РЭА и приборов (138 цех),45000,,RUR,Санкт-Петербург,2022-12-20T09:30:54+0300
Программист 1C,80000,80000,RUR,Саратов,2022-12-20T09:23:27+0300
"Токарь 4,5,6 разряда",86000,,RUR,Москва,2022-12-20T09:10:00+0300
Программист .NET,80000,80000,RUR,Саратов,2022-12-20T09:23:26+0300
Механик-наладчик,45000,,RUR,Новосибирск,2022-12-20T09:13:52+0300
"Программист Delphi, SQL",,92000,RUR,Волгоград,2022-12-20T09:08:32+0300
Токарь,35000,45000,RUR,Уфа,2022-12-20T09:44:48+0300
Менеджер по управлению проектами / Менеджер проектов (разработка),40000,150000,RUR,Челябинск,2022-12-20T09:04:11+0300
Помощник системного администратора в Yandex Cloud,54000,70200,RUR,Красноярск,2022-12-20T09:00:13+0300
Руководитель направления маркетплейсов / E-commerce,150000,250000,RUR,Москва,2022-12-20T09:59:17+0300
"Менеджер-дизайнер в фирменный салон ""Komandor"" (г. Москва)",150000,,RUR,Саратов,2022-12-20T09:58:21+0300
Системный администратор,30000,35000,RUR,Новосибирск,2022-12-20T09:35:02+0300
Наладчик станков с ЧПУ,90000,100000,RUR,Набережные Челны,2022-12-20T09:13:47+0300
